Detailed;;;;;;;
Position X;Position Y;Position Z;Unit;Category;Collection;Time;ID
793,53;837,81;3854,05;um;Spot;Position;1;213
933,57;838,29;3854,09;um;Spot;Position;1;214
915,80;856,85;3855,42;um;Spot;Position;1;215
801,06;837,19;3858,01;um;Spot;Position;1;216
938,60;845,13;3857,78;um;Spot;Position;1;217
926,14;856,42;3857,51;um;Spot;Position;1;218
909,91;858,06;3856,13;um;Spot;Position;1;219
920,10;861,02;3858,54;um;Spot;Position;1;220
910,51;868,43;3857,22;um;Spot;Position;1;221
880,67;919,14;3856,07;um;Spot;Position;1;222
933,30;819,36;3861,54;um;Spot;Position;1;223
790,16;826,85;3860,53;um;Spot;Position;1;224
796,55;827,89;3861,11;um;Spot;Position;1;225
935,95;830,21;3860,95;um;Spot;Position;1;226
911,40;837,66;3861,38;um;Spot;Position;1;227
927,18;846,85;3860,22;um;Spot;Position;1;228
898,57;856,16;3862,48;um;Spot;Position;1;229
898,84;866,05;3860,99;um;Spot;Position;1;230
931,50;865,87;3862,09;um;Spot;Position;1;231
930,82;868,94;3861,65;um;Spot;Position;1;232
922,48;870,48;3861,82;um;Spot;Position;1;233
842,65;906,49;3861,09;um;Spot;Position;1;234
929,59;827,64;3863,40;um;Spot;Position;1;235
921,53;830,57;3866,11;um;Spot;Position;1;236
812,36;842,64;3865,46;um;Spot;Position;1;237
830,48;844,90;3863,32;um;Spot;Position;1;238
908,09;847,31;3864,52;um;Spot;Position;1;239
927,42;852,69;3865,51;um;Spot;Position;1;240
794,94;854,13;3865,91;um;Spot;Position;1;241
835,21;872,95;3865,71;um;Spot;Position;1;242
906,68;874,69;3863,45;um;Spot;Position;1;243
790,18;877,90;3864,48;um;Spot;Position;1;244
835,46;879,34;3864,70;um;Spot;Position;1;245
914,69;879,24;3865,10;um;Spot;Position;1;246
820,47;880,26;3863,00;um;Spot;Position;1;247
904,93;880,43;3864,08;um;Spot;Position;1;248
844,12;881,34;3864,87;um;Spot;Position;1;249
890,70;882,14;3864,98;um;Spot;Position;1;250
901,11;881,40;3865,05;um;Spot;Position;1;251
938,76;825,38;3866,67;um;Spot;Position;1;252
921,26;835,64;3868,08;um;Spot;Position;1;253
902,24;852,17;3867,32;um;Spot;Position;1;254
910,38;853,90;3870,02;um;Spot;Position;1;255
809,63;857,70;3869,19;um;Spot;Position;1;256
848,98;859,69;3868,52;um;Spot;Position;1;257
833,54;863,01;3866,59;um;Spot;Position;1;258
936,66;865,79;3869,04;um;Spot;Position;1;259
843,99;869,98;3867,10;um;Spot;Position;1;260
892,09;874,57;3868,03;um;Spot;Position;1;261
937,84;876,92;3867,67;um;Spot;Position;1;262
926,40;880,42;3868,92;um;Spot;Position;1;263
826,22;883,57;3868,81;um;Spot;Position;1;264
913,18;885,63;3867,93;um;Spot;Position;1;265
846,65;886,13;3868,27;um;Spot;Position;1;266
933,39;886,07;3867,10;um;Spot;Position;1;267
853,40;906,62;3868,95;um;Spot;Position;1;268
862,34;930,98;3867,71;um;Spot;Position;1;269
939,45;791,30;3872,29;um;Spot;Position;1;270
931,76;791,95;3873,61;um;Spot;Position;1;271
934,22;812,22;3871,77;um;Spot;Position;1;272
927,50;832,76;3871,26;um;Spot;Position;1;273
920,42;841,50;3871,26;um;Spot;Position;1;274
925,85;846,18;3871,84;um;Spot;Position;1;275
938,06;845,98;3872,59;um;Spot;Position;1;276
916,26;849,89;3870,10;um;Spot;Position;1;277
828,83;850,83;3875,56;um;Spot;Position;1;278
820,77;852,57;3873,06;um;Spot;Position;1;279
818,53;860,81;3871,52;um;Spot;Position;1;280
825,54;860,38;3871,59;um;Spot;Position;1;281
903,26;861,78;3870,73;um;Spot;Position;1;282
906,46;864,87;3871,80;um;Spot;Position;1;283
824,64;869,73;3871,85;um;Spot;Position;1;284
897,77;869,86;3871,81;um;Spot;Position;1;285
816,03;872,33;3872,11;um;Spot;Position;1;286
848,85;874,72;3872,69;um;Spot;Position;1;287
809,72;882,03;3871,60;um;Spot;Position;1;288
809,45;901,62;3872,53;um;Spot;Position;1;289
819,40;913,78;3870,23;um;Spot;Position;1;290
932,71;788,15;3876,34;um;Spot;Position;1;291
930,60;811,65;3874,69;um;Spot;Position;1;292
919,77;829,31;3874,14;um;Spot;Position;1;293
930,32;841,34;3874,26;um;Spot;Position;1;294
795,20;850,74;3874,04;um;Spot;Position;1;295
788,50;852,53;3874,74;um;Spot;Position;1;296
919,66;859,76;3876,14;um;Spot;Position;1;297
837,82;861,16;3876,35;um;Spot;Position;1;298
809,59;871,60;3875,31;um;Spot;Position;1;299
911,64;874,99;3874,48;um;Spot;Position;1;300
849,03;912,45;3876,01;um;Spot;Position;1;301
854,45;912,66;3875,74;um;Spot;Position;1;302
849,04;925,02;3876,00;um;Spot;Position;1;303
926,00;793,90;3879,69;um;Spot;Position;1;304
912,08;796,00;3880,62;um;Spot;Position;1;305
939,24;806,54;3878,49;um;Spot;Position;1;306
935,84;823,05;3879,13;um;Spot;Position;1;307
912,28;842,96;3877,73;um;Spot;Position;1;308
939,59;848,86;3879,61;um;Spot;Position;1;309
931,58;853,68;3878,87;um;Spot;Position;1;311
938,70;855,11;3879,12;um;Spot;Position;1;312
910,27;882,84;3879,66;um;Spot;Position;1;313
792,16;884,81;3880,14;um;Spot;Position;1;314
821,29;903,73;3880,44;um;Spot;Position;1;315
796,08;904,88;3879,65;um;Spot;Position;1;316
827,46;911,06;3880,71;um;Spot;Position;1;317
928,44;783,71;3881,34;um;Spot;Position;1;318
933,29;784,36;3882,91;um;Spot;Position;1;319
907,59;802,28;3881,45;um;Spot;Position;1;320
882,07;838,54;3883,47;um;Spot;Position;1;321
806,21;840,92;3884,01;um;Spot;Position;1;322
817,26;846,51;3882,62;um;Spot;Position;1;323
842,29;848,88;3881,78;um;Spot;Position;1;324
888,54;861,80;3883,55;um;Spot;Position;1;325
871,05;863,37;3883,77;um;Spot;Position;1;326
882,41;868,40;3883,88;um;Spot;Position;1;327
826,87;894,20;3882,19;um;Spot;Position;1;328
885,15;893,54;3882,21;um;Spot;Position;1;329
800,56;911,24;3882,04;um;Spot;Position;1;330
911,83;811,96;3886,18;um;Spot;Position;1;331
920,91;816,49;3886,08;um;Spot;Position;1;332
801,26;868,11;3886,70;um;Spot;Position;1;333
808,88;870,65;3886,89;um;Spot;Position;1;334
797,53;874,28;3885,71;um;Spot;Position;1;335
905,50;897,72;3887,83;um;Spot;Position;1;336
897,38;902,72;3887,23;um;Spot;Position;1;337
789,00;906,34;3885,73;um;Spot;Position;1;338
832,80;927,01;3886,20;um;Spot;Position;1;339
868,82;932,74;3885,93;um;Spot;Position;1;340
847,60;935,59;3885,31;um;Spot;Position;1;341
939,16;788,88;3888,34;um;Spot;Position;1;342
931,60;837,83;3890,49;um;Spot;Position;1;343
830,36;840,86;3890,76;um;Spot;Position;1;344
922,46;846,55;3890,18;um;Spot;Position;1;345
798,62;847,38;3891,33;um;Spot;Position;1;346
837,94;855,18;3891,10;um;Spot;Position;1;347
826,81;861,29;3888,85;um;Spot;Position;1;348
823,22;862,53;3889,05;um;Spot;Position;1;349
820,21;865,32;3890,09;um;Spot;Position;1;350
932,72;866,02;3888,85;um;Spot;Position;1;351
912,57;870,10;3889,31;um;Spot;Position;1;352
917,59;872,77;3890,59;um;Spot;Position;1;353
899,08;883,63;3889,97;um;Spot;Position;1;354
913,05;886,79;3889,28;um;Spot;Position;1;355
848,11;887,65;3890,08;um;Spot;Position;1;356
903,15;887,89;3889,53;um;Spot;Position;1;357
840,04;889,90;3890,16;um;Spot;Position;1;358
911,25;902,22;3888,65;um;Spot;Position;1;359
923,37;908,10;3891,12;um;Spot;Position;1;360
897,63;909,89;3888,37;um;Spot;Position;1;361
838,92;916,16;3889,42;um;Spot;Position;1;362
793,81;923,61;3889,89;um;Spot;Position;1;363
932,28;783,78;3892,82;um;Spot;Position;1;364
921,37;791,27;3892,81;um;Spot;Position;1;365
905,98;810,12;3892,00;um;Spot;Position;1;366
938,42;814,65;3894,03;um;Spot;Position;1;367
890,09;835,39;3894,67;um;Spot;Position;1;368
863,36;845,20;3895,09;um;Spot;Position;1;369
827,78;848,87;3892,55;um;Spot;Position;1;370
883,56;848,52;3894,12;um;Spot;Position;1;371
925,14;852,76;3894,15;um;Spot;Position;1;372
933,94;853,35;3893,66;um;Spot;Position;1;373
842,95;858,56;3893,07;um;Spot;Position;1;374
806,08;881,19;3893,76;um;Spot;Position;1;375
927,13;881,81;3892,63;um;Spot;Position;1;376
931,55;881,95;3893,86;um;Spot;Position;1;377
923,88;882,79;3893,85;um;Spot;Position;1;378
799,06;887,36;3893,09;um;Spot;Position;1;379
828,91;888,92;3894,24;um;Spot;Position;1;380
931,35;889,74;3892,25;um;Spot;Position;1;381
814,46;899,48;3895,20;um;Spot;Position;1;382
917,93;900,22;3893,40;um;Spot;Position;1;383
871,53;902,12;3893,07;um;Spot;Position;1;384
786,21;915,12;3891,90;um;Spot;Position;1;385
788,32;918,34;3892,09;um;Spot;Position;1;386
803,68;925,97;3892,64;um;Spot;Position;1;387
879,31;931,55;3894,67;um;Spot;Position;1;388
850,32;934,34;3893,19;um;Spot;Position;1;389
1037,40;831,16;3839,22;um;Spot;Position;1;390
1048,28;832,25;3839,05;um;Spot;Position;1;391
1028,61;822,89;3843,38;um;Spot;Position;1;392
1033,40;823,30;3842,33;um;Spot;Position;1;393
1043,45;825,60;3842,23;um;Spot;Position;1;394
1071,01;836,62;3841,22;um;Spot;Position;1;395
1088,23;838,01;3846,40;um;Spot;Position;1;396
965,28;800,09;3848,31;um;Spot;Position;1;397
1041,87;833,22;3849,01;um;Spot;Position;1;398
1059,55;834,83;3851,24;um;Spot;Position;1;399
1066,44;856,45;3850,40;um;Spot;Position;1;400
1031,12;887,97;3851,22;um;Spot;Position;1;401
1052,02;828,95;3853,42;um;Spot;Position;1;402
1028,17;883,44;3853,57;um;Spot;Position;1;403
1044,72;885,45;3855,02;um;Spot;Position;1;404
1045,06;894,06;3853,95;um;Spot;Position;1;405
1078,67;909,61;3854,71;um;Spot;Position;1;406
1024,84;917,85;3854,61;um;Spot;Position;1;407
1035,49;918,43;3854,67;um;Spot;Position;1;408
1021,46;933,66;3854,38;um;Spot;Position;1;409
940,00;805,13;3858,12;um;Spot;Position;1;410
943,75;816,85;3857,48;um;Spot;Position;1;411
953,14;844,24;3857,05;um;Spot;Position;1;412
957,27;845,13;3858,58;um;Spot;Position;1;413
1053,71;863,93;3857,61;um;Spot;Position;1;414
1036,13;894,94;3856,24;um;Spot;Position;1;415
1023,36;897,52;3858,45;um;Spot;Position;1;416
1020,60;924,39;3858,59;um;Spot;Position;1;417
1082,94;812,83;3861,12;um;Spot;Position;1;418
1028,23;829,33;3862,17;um;Spot;Position;1;419
971,70;848,07;3860,52;um;Spot;Position;1;420
947,82;848,39;3859,16;um;Spot;Position;1;421
971,97;853,52;3861,75;um;Spot;Position;1;422
954,30;857,86;3861,77;um;Spot;Position;1;423
953,97;860,74;3860,23;um;Spot;Position;1;424
960,47;861,17;3859,52;um;Spot;Position;1;425
1042,11;921,07;3862,07;um;Spot;Position;1;426
1049,66;921,49;3859,48;um;Spot;Position;1;427
1028,92;925,54;3861,22;um;Spot;Position;1;428
1069,75;928,49;3862,18;um;Spot;Position;1;429
954,11;802,00;3865,12;um;Spot;Position;1;430
1082,11;822,57;3864,61;um;Spot;Position;1;431
974,13;835,22;3864,86;um;Spot;Position;1;432
946,41;862,40;3863,33;um;Spot;Position;1;433
970,01;862,41;3862,90;um;Spot;Position;1;434
951,54;866,56;3866,06;um;Spot;Position;1;435
969,36;867,24;3866,05;um;Spot;Position;1;436
942,28;871,39;3865,57;um;Spot;Position;1;437
1048,09;873,31;3864,41;um;Spot;Position;1;438
1028,43;884,04;3864,52;um;Spot;Position;1;439
1028,63;896,44;3864,36;um;Spot;Position;1;440
1034,36;917,82;3864,80;um;Spot;Position;1;441
1063,20;924,97;3864,71;um;Spot;Position;1;442
1090,11;929,88;3866,36;um;Spot;Position;1;443
1044,00;930,15;3864,39;um;Spot;Position;1;444
1086,75;810,89;3868,85;um;Spot;Position;1;445
1056,83;817,78;3868,93;um;Spot;Position;1;446
951,90;825,18;3868,18;um;Spot;Position;1;447
971,89;828,34;3869,59;um;Spot;Position;1;448
1045,36;832,90;3868,05;um;Spot;Position;1;449
947,05;834,51;3871,06;um;Spot;Position;1;450
967,47;836,11;3868,28;um;Spot;Position;1;451
958,78;838,87;3866,46;um;Spot;Position;1;452
1014,75;845,57;3867,29;um;Spot;Position;1;453
950,53;847,83;3868,93;um;Spot;Position;1;454
1016,25;849,06;3866,52;um;Spot;Position;1;455
989,72;851,89;3869,90;um;Spot;Position;1;456
1049,82;851,85;3866,57;um;Spot;Position;1;457
1038,10;856,71;3868,09;um;Spot;Position;1;458
955,07;873,14;3867,24;um;Spot;Position;1;459
948,59;879,40;3868,10;um;Spot;Position;1;460
1032,12;886,83;3866,65;um;Spot;Position;1;461
1036,96;895,27;3867,90;um;Spot;Position;1;462
1080,20;897,40;3869,34;um;Spot;Position;1;463
1036,67;915,20;3869,56;um;Spot;Position;1;464
1080,39;924,73;3867,84;um;Spot;Position;1;465
1062,01;930,31;3869,51;um;Spot;Position;1;466
1074,95;931,83;3870,02;um;Spot;Position;1;467
1089,99;936,80;3867,38;um;Spot;Position;1;468
960,70;798,49;3873,09;um;Spot;Position;1;469
1093,41;802,28;3873,19;um;Spot;Position;1;470
963,72;820,48;3871,80;um;Spot;Position;1;471
1058,66;834,15;3872,07;um;Spot;Position;1;472
1037,83;848,97;3872,24;um;Spot;Position;1;473
1077,58;860,99;3872,27;um;Spot;Position;1;474
1087,53;866,86;3870,90;um;Spot;Position;1;475
963,05;876,06;3871,25;um;Spot;Position;1;476
1042,02;883,21;3872,47;um;Spot;Position;1;477
949,37;884,85;3871,69;um;Spot;Position;1;478
1055,76;889,90;3872,73;um;Spot;Position;1;479
1031,62;929,92;3870,63;um;Spot;Position;1;480
1053,91;929,83;3873,57;um;Spot;Position;1;481
1063,77;935,80;3870,72;um;Spot;Position;1;482
1082,80;937,06;3870,48;um;Spot;Position;1;483
948,05;799,53;3876,62;um;Spot;Position;1;484
960,68;804,67;3875,30;um;Spot;Position;1;485
955,72;808,19;3876,81;um;Spot;Position;1;486
1002,53;842,32;3876,80;um;Spot;Position;1;488
983,88;852,82;3875,21;um;Spot;Position;1;489
996,57;852,39;3874,93;um;Spot;Position;1;490
1050,35;852,26;3876,17;um;Spot;Position;1;491
1055,67;860,43;3874,68;um;Spot;Position;1;492
1032,87;866,87;3874,92;um;Spot;Position;1;493
980,53;875,49;3874,37;um;Spot;Position;1;494
985,49;875,70;3876,23;um;Spot;Position;1;495
1060,33;887,45;3874,52;um;Spot;Position;1;496
1066,45;918,98;3874,13;um;Spot;Position;1;497
1068,06;921,32;3876,51;um;Spot;Position;1;498
1050,87;934,38;3876,35;um;Spot;Position;1;499
954,17;786,50;3880,17;um;Spot;Position;1;500
965,40;789,77;3879,93;um;Spot;Position;1;501
1081,00;798,83;3880,42;um;Spot;Position;1;502
1038,29;820,98;3880,49;um;Spot;Position;1;503
980,87;822,53;3879,70;um;Spot;Position;1;504
1011,21;835,09;3880,40;um;Spot;Position;1;505
986,41;841,50;3879,64;um;Spot;Position;1;506
943,81;843,17;3880,26;um;Spot;Position;1;507
951,45;848,49;3880,12;um;Spot;Position;1;508
1026,03;851,80;3878,78;um;Spot;Position;1;509
975,83;867,85;3878,57;um;Spot;Position;1;510
983,37;879,70;3878,66;um;Spot;Position;1;511
1068,57;895,22;3878,70;um;Spot;Position;1;512
1081,09;898,29;3879,03;um;Spot;Position;1;513
1095,08;897,80;3878,29;um;Spot;Position;1;514
1024,81;899,09;3878,94;um;Spot;Position;1;515
1088,63;908,92;3880,28;um;Spot;Position;1;516
1048,37;922,27;3878,92;um;Spot;Position;1;517
1080,56;925,00;3878,60;um;Spot;Position;1;518
1011,00;786,24;3884,50;um;Spot;Position;1;519
1087,66;793,46;3883,48;um;Spot;Position;1;520
981,39;802,74;3881,88;um;Spot;Position;1;521
943,14;806,74;3881,24;um;Spot;Position;1;522
1059,19;807,46;3883,94;um;Spot;Position;1;523
975,80;817,02;3881,97;um;Spot;Position;1;524
1037,20;824,28;3881,98;um;Spot;Position;1;525
957,78;825,72;3884,11;um;Spot;Position;1;526
971,48;831,44;3884,08;um;Spot;Position;1;527
1002,72;831,15;3883,83;um;Spot;Position;1;528
997,01;833,72;3883,08;um;Spot;Position;1;529
994,41;848,71;3882,26;um;Spot;Position;1;530
1091,31;854,83;3884,34;um;Spot;Position;1;531
