Detailed;;;;;;;
Position X;Position Y;Position Z;Unit;Category;Collection;Time;ID
1616,22;1546,75;4247,26;um;Spot;Position;1;491
1646,48;1532,42;4249,89;um;Spot;Position;1;492
1609,70;1556,99;4251,06;um;Spot;Position;1;493
1627,40;1533,69;4255,71;um;Spot;Position;1;494
1594,82;1527,21;4261,27;um;Spot;Position;1;495
1595,18;1550,24;4264,02;um;Spot;Position;1;496
1584,69;1534,40;4276,81;um;Spot;Position;1;497
1579,08;1501,96;4279,91;um;Spot;Position;1;498
1594,26;1548,73;4281,22;um;Spot;Position;1;499
1564,37;1522,30;4286,28;um;Spot;Position;1;500
1553,54;1545,27;4283,58;um;Spot;Position;1;501
1565,64;1567,97;4293,90;um;Spot;Position;1;502
1570,44;1563,68;4295,62;um;Spot;Position;1;503
1490,58;1591,03;4295,99;um;Spot;Position;1;504
55,14;1760,69;4258,71;um;Spot;Position;1;505
